customer_id,tenure_months,monthly_charges,total_charges,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,churn
CUST-02210,10,58.16,566.29,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,1
CUST-02211,51,89.03,4171.81,0,No,Yes,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,1
CUST-02212,56,36.71,2151.66,0,Yes,No,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,0
CUST-02213,44,119.0,5164.24,0,No,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,1
CUST-02214,9,68.66,611.47,1,No,Yes,Yes,No,Fiber optic,No,No,One year,No,Credit card,0
CUST-02215,9,78.56,720.72,0,Yes,No,Yes,No,Fiber optic,Yes,No,One year,No,Credit card,0
CUST-02216,29,62.82,1757.33,0,No,Yes,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,1
CUST-02217,33,65.41,2027.45,0,Yes,No,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,0
CUST-02218,72,70.52,5116.64,0,Yes,No,No,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,0
CUST-02219,21,63.61,1286.06,0,No,Yes,No,No phone service,DSL,No,Yes,Two year,Yes,Credit card,0
CUST-02220,14,100.38,1401.0,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,1
CUST-02221,69,68.19,4542.24,0,No,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,0
CUST-02222,12,56.59,642.16,0,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,1
CUST-02223,2,98.45,183.97,0,No,No,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,0
CUST-02224,31,84.72,2636.93,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,1
CUST-02225,29,112.67,3410.74,0,No,Yes,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,0
CUST-02226,45,99.99,4675.57,0,No,No,Yes,Yes,Fiber optic,Yes,No,Two year,No,Credit card,0
CUST-02227,64,81.78,5239.12,0,Yes,No,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,0
CUST-02228,68,68.58,4929.21,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Two year,No,Mailed check,0
CUST-02229,21,86.95,1786.83,0,No,No,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card,0
CUST-02230,71,80.31,5888.77,0,No,No,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,1
CUST-02231,46,90.05,4060.76,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,0
CUST-02232,6,58.83,342.73,1,Yes,Yes,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,1
CUST-02233,68,84.01,5897.68,0,No,Yes,Yes,Yes,Fiber optic,No,No,Two year,No,Bank transfer,0
CUST-02234,10,38.72,393.9,0,Yes,No,No,No phone service,No,No internet service,No internet service,One year,No,Electronic check,0
CUST-02235,43,72.01,3174.41,1,Yes,No,Yes,Yes,DSL,No,Yes,Two year,No,Mailed check,0
CUST-02236,57,90.05,4827.24,0,No,Yes,Yes,No,DSL,No,No,Two year,No,Credit card,0
CUST-02237,18,18.0,337.34,0,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-02238,20,63.7,1308.51,0,Yes,No,No,No phone service,DSL,No,No,Two year,Yes,Electronic check,0
CUST-02239,35,98.67,3397.8,0,No,No,Yes,No,Fiber optic,No,No,One year,Yes,Credit card,1
CUST-02240,64,70.61,4624.42,0,No,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,0
CUST-02241,17,79.81,1416.26,0,No,No,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,0
CUST-02242,48,97.13,4525.0,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,0
CUST-02243,33,113.05,3621.81,0,No,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,1
CUST-02244,9,34.46,306.56,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-02245,52,107.64,5099.92,0,No,No,Yes,Yes,Fiber optic,No,Yes,One year,No,Electronic check,0
CUST-02246,60,108.82,6615.41,0,No,No,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,0
CUST-02247,42,18.0,783.54,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,1
CUST-02248,13,63.45,843.66,0,No,No,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,1
CUST-02249,12,24.16,295.48,1,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,1
CUST-02250,31,59.06,1905.81,0,Yes,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-02251,37,44.58,1642.85,0,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,0
CUST-02252,40,85.75,3214.37,0,No,Yes,Yes,Yes,DSL,No,Yes,Two year,No,Bank transfer,0
CUST-02253,18,102.35,1851.84,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,0
CUST-02254,37,33.89,1319.2,0,Yes,No,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,0
CUST-02255,22,77.04,1719.37,1,No,No,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,0
CUST-02256,50,92.62,4562.11,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,0
CUST-02257,58,100.12,5989.1,0,No,Yes,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,0
CUST-02258,47,49.76,2374.84,1,No,No,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,1
CUST-02259,1,50.68,50.24,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,0
CUST-02260,72,25.47,1842.57,1,Yes,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-02261,2,74.23,146.58,0,No,No,Yes,Yes,DSL,No,No,One year,No,Mailed check,0
CUST-02262,72,33.71,2486.81,0,Yes,No,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,0
CUST-02263,3,97.85,282.98,1,No,No,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,0
CUST-02264,38,59.28,2282.37,0,Yes,Yes,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,0
CUST-02265,8,100.18,829.31,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,0
CUST-02266,7,54.18,382.87,0,No,No,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,0
CUST-02267,50,86.59,4372.67,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,0
CUST-02268,53,88.33,4694.6,0,No,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,1
CUST-02269,9,29.93,275.13,0,No,Yes,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,1
CUST-02270,71,41.29,2889.46,0,Yes,No,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,0
CUST-02271,24,34.84,831.79,0,Yes,Yes,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,0
CUST-02272,23,77.32,1714.27,0,No,No,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,0
CUST-02273,22,61.09,1329.47,0,No,No,Yes,Yes,DSL,No,No,One year,Yes,Credit card,0
CUST-02274,34,94.81,2965.07,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,1
CUST-02275,13,62.48,813.17,0,No,No,Yes,No,DSL,No,No,Two year,No,Credit card,0
CUST-02276,31,84.19,2674.2,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,0
CUST-02277,16,28.79,459.41,0,Yes,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-02278,4,36.77,152.5,0,No,Yes,Yes,No,DSL,No,No,Two year,No,Electronic check,0
CUST-02279,27,83.48,2374.36,0,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,1
CUST-02280,49,68.24,3341.61,0,No,Yes,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card,0
CUST-02281,55,108.25,5716.43,0,Yes,No,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,0
CUST-02282,26,83.81,2274.19,1,No,No,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer,1
CUST-02283,24,69.11,1717.64,1,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,0
CUST-02284,57,104.74,6077.39,0,Yes,No,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,1
CUST-02285,50,87.25,4270.98,1,No,Yes,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer,1
CUST-02286,60,24.55,1495.27,1,No,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card,0
CUST-02287,66,125.0,8147.23,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,0
CUST-02288,60,99.43,5790.72,0,Yes,No,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,1
CUST-02289,68,84.9,5856.14,0,Yes,No,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer,0
CUST-02290,30,73.01,2105.04,0,No,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-02291,29,93.3,2787.51,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,0
CUST-02292,24,43.99,1067.65,0,Yes,No,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,0
CUST-02293,17,112.78,1908.71,0,Yes,No,No,No phone service,Fiber optic,No,No,Two year,Yes,Electronic check,0
CUST-02294,54,95.03,5123.08,1,Yes,No,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,1
CUST-02295,52,87.41,4350.2,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,1
CUST-02296,58,23.5,1307.76,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,0
CUST-02297,13,68.16,947.5,0,Yes,No,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,0
CUST-02298,36,92.74,3318.49,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,1
CUST-02299,16,96.07,1449.57,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,1
CUST-02300,65,53.04,3574.27,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,One year,No,Credit card,0
CUST-02301,20,68.64,1316.55,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-02302,11,56.82,639.44,0,No,No,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,0
CUST-02303,42,113.54,5049.88,0,No,Yes,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,0
CUST-02304,64,84.03,5331.22,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,0
CUST-02305,66,53.7,3708.33,0,Yes,No,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,0
CUST-02306,7,42.18,303.93,0,No,No,Yes,No,DSL,No,No,One year,No,Credit card,0
CUST-02307,24,93.04,2373.48,0,No,No,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,1
CUST-02308,12,79.29,973.62,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,0
CUST-02309,23,43.31,975.07,0,Yes,No,Yes,Yes,DSL,No,No,One year,Yes,Credit card,0
CUST-02310,39,62.88,2247.99,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-02311,21,101.44,2062.75,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card,0
CUST-02312,5,64.34,315.24,0,Yes,Yes,No,No phone service,DSL,No,No,One year,Yes,Credit card,0
CUST-02313,37,39.94,1536.46,0,No,No,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,0
CUST-02314,4,125.0,524.28,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,1
CUST-02315,17,39.75,646.12,0,No,Yes,Yes,No,DSL,No,No,Month-to-month,No,Credit card,0
CUST-02316,1,25.35,26.59,0,Yes,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,0
CUST-02317,7,106.26,720.81,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,1
CUST-02318,32,86.12,2663.98,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,0
CUST-02319,62,31.82,1863.66,0,Yes,No,Yes,Yes,DSL,Yes,No,One year,No,Mailed check,0
CUST-02320,56,41.2,2338.37,0,No,No,No,No phone service,No,No internet service,No internet service,Two year,No,Mailed check,0
CUST-02321,8,65.64,512.82,0,No,Yes,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,0
CUST-02322,3,66.85,211.08,0,No,No,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,1
CUST-02323,25,18.0,433.65,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,0
CUST-02324,47,59.92,2898.72,0,Yes,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-02325,54,116.38,5979.76,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,0
CUST-02326,60,42.36,2646.51,0,Yes,No,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,1
CUST-02327,25,37.83,950.18,0,No,No,No,No phone service,DSL,Yes,No,Month-to-month,No,Mailed check,0
CUST-02328,13,48.17,633.55,0,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,0
CUST-02329,2,125.0,246.42,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,1
CUST-02330,11,73.99,800.38,1,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-02331,5,51.51,262.67,0,No,No,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,0
CUST-02332,62,56.44,3752.42,0,Yes,No,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-02333,20,68.9,1320.14,0,No,No,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,0
CUST-02334,60,34.26,2027.59,0,No,Yes,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,0
CUST-02335,40,18.0,702.36,0,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-02336,39,71.86,2633.07,0,Yes,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,1
CUST-02337,33,102.56,3178.12,0,Yes,No,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,1
CUST-02338,59,76.4,4375.52,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,0
CUST-02339,4,48.99,192.86,0,No,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card,0
CUST-02340,7,78.56,581.07,0,No,Yes,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,1
CUST-02341,31,87.36,2815.33,1,No,Yes,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,0
CUST-02342,29,74.12,2078.94,0,Yes,No,No,No phone service,Fiber optic,No,No,Two year,Yes,Bank transfer,0
CUST-02343,40,39.14,1614.0,0,Yes,No,No,No phone service,No,No internet service,No internet service,One year,No,Bank transfer,0
CUST-02344,54,18.0,940.92,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,0
CUST-02345,43,106.18,4549.7,0,Yes,Yes,No,No phone service,Fiber optic,No,Yes,One year,No,Mailed check,0
CUST-02346,19,89.73,1726.95,0,No,Yes,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,0
CUST-02347,24,83.49,2172.88,0,No,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,0
CUST-02348,55,69.41,3858.6,0,Yes,No,Yes,Yes,DSL,No,Yes,One year,No,Mailed check,0
CUST-02349,15,45.66,644.41,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer,0
CUST-02350,37,91.42,3483.23,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,1
CUST-02351,39,78.49,3200.35,0,Yes,No,Yes,No,DSL,Yes,Yes,Two year,No,Mailed check,0
CUST-02352,55,98.49,5609.49,0,No,No,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer,0
CUST-02353,52,90.16,4501.87,0,Yes,No,Yes,Yes,DSL,No,Yes,One year,Yes,Bank transfer,0
CUST-02354,34,18.0,615.04,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,0
CUST-02355,23,57.14,1313.28,0,Yes,No,Yes,No,DSL,No,No,One year,Yes,Electronic check,0
CUST-02356,27,18.0,520.4,1,Yes,No,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,0
CUST-02357,30,54.07,1662.12,0,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,0
CUST-02358,16,98.84,1690.04,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,1
CUST-02359,46,89.62,4005.55,0,No,Yes,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,1
CUST-02360,16,64.03,1015.6,0,No,No,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-02361,47,51.54,2370.29,0,Yes,Yes,Yes,No,DSL,Yes,No,One year,No,Bank transfer,0
CUST-02362,55,117.09,6692.06,1,No,No,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,0
CUST-02363,70,125.0,9148.86,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,0
CUST-02364,9,124.79,1140.67,0,No,Yes,No,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,1
CUST-02365,55,28.99,1600.49,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,0
CUST-02366,7,100.02,711.84,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-02367,25,105.26,2485.97,0,Yes,No,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,1
CUST-02368,13,63.69,814.35,0,No,Yes,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,0
CUST-02369,12,67.0,793.36,0,Yes,No,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,0
CUST-02370,13,54.47,707.72,0,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,0
CUST-02371,4,125.0,486.96,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,0
CUST-02372,60,97.5,5651.26,0,No,No,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,0
CUST-02373,5,42.53,199.06,0,No,No,Yes,No,Fiber optic,No,No,One year,No,Credit card,1
CUST-02374,29,71.29,2103.14,0,Yes,No,Yes,Yes,DSL,No,Yes,One year,No,Mailed check,0
CUST-02375,51,25.17,1213.24,0,Yes,No,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,0
CUST-02376,72,96.11,7196.57,0,Yes,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,0
CUST-02377,62,118.09,7416.45,0,No,No,No,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,0
CUST-02378,10,84.25,872.37,0,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,1
CUST-02379,72,71.03,4931.73,0,Yes,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,0
CUST-02380,48,50.36,2597.49,0,Yes,No,Yes,Yes,DSL,No,No,Two year,No,Electronic check,0
CUST-02381,13,124.77,1766.03,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,1
CUST-02382,33,61.71,2038.88,0,Yes,No,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,0
CUST-02383,67,66.67,4537.18,0,No,Yes,Yes,No,DSL,No,No,Two year,Yes,Mailed check,0
CUST-02384,29,102.24,2963.44,0,Yes,Yes,Yes,No,DSL,Yes,No,One year,No,Bank transfer,1
CUST-02385,14,73.94,1076.87,1,Yes,No,Yes,No,DSL,No,No,One year,Yes,Electronic check,1
CUST-02386,64,18.0,1188.53,1,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,0
CUST-02387,69,68.3,4378.03,0,No,No,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,0
CUST-02388,71,82.25,5646.66,0,No,No,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,0
CUST-02389,69,54.63,3828.69,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-02390,63,23.43,1521.77,1,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,0
CUST-02391,33,44.0,1460.67,0,No,No,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,0
CUST-02392,14,37.85,493.94,0,No,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,0
CUST-02393,45,101.13,4652.17,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card,0
CUST-02394,16,80.25,1377.72,0,No,No,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,1
CUST-02395,35,60.43,1920.79,0,No,No,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-02396,48,87.1,4337.88,0,No,No,Yes,No,DSL,No,No,Two year,Yes,Credit card,0
CUST-02397,69,75.77,5611.27,0,No,Yes,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,0
CUST-02398,21,105.76,2304.78,0,No,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,1
CUST-02399,19,91.74,1737.43,1,No,Yes,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,0
CUST-02400,53,112.27,6163.78,0,No,No,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,0
CUST-02401,1,104.52,104.16,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,1
CUST-02402,41,88.01,3686.64,0,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,0
CUST-02403,54,53.89,2919.76,0,No,Yes,No,No phone service,DSL,Yes,No,Two year,Yes,Credit card,0
CUST-02404,40,85.38,3430.4,1,No,No,Yes,No,DSL,No,No,One year,Yes,Mailed check,0
CUST-02405,28,97.3,2641.37,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Electronic check,1
CUST-02406,60,55.33,3258.27,0,No,No,No,No phone service,DSL,No,Yes,Two year,No,Electronic check,0
CUST-02407,27,29.17,838.77,1,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,0
CUST-02408,52,61.17,3101.98,0,No,Yes,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,1
CUST-02409,34,77.73,2436.07,0,Yes,No,No,No phone service,DSL,No,No,Month-to-month,No,Bank transfer,0
CUST-02410,2,59.12,134.87,0,No,No,Yes,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,0
CUST-02411,39,119.9,4594.44,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,0
CUST-02412,4,109.34,432.66,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,1
CUST-02413,68,69.71,4664.04,0,No,No,Yes,Yes,DSL,No,Yes,Two year,No,Electronic check,0
CUST-02414,44,69.99,3081.52,1,Yes,No,Yes,No,DSL,No,No,One year,Yes,Electronic check,0
CUST-02415,27,73.43,1922.41,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,0
CUST-02416,36,88.23,3365.52,0,Yes,Yes,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,1
CUST-02417,45,104.71,4674.33,0,No,No,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,0
CUST-02418,19,56.7,1032.25,0,Yes,Yes,No,No phone service,DSL,No,No,Month-to-month,Yes,Electronic check,0
CUST-02419,21,95.42,1773.88,1,Yes,No,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,1
CUST-02420,31,107.28,3471.33,0,No,No,No,No phone service,Fiber optic,Yes,No,Two year,Yes,Mailed check,0
CUST-02421,19,55.89,1043.19,0,Yes,No,Yes,Yes,DSL,Yes,No,Two year,Yes,Electronic check,0
CUST-02422,55,108.48,6056.06,0,No,No,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,1
CUST-02423,8,84.92,654.11,0,No,No,Yes,No,Fiber optic,No,No,One year,Yes,Credit card,0
CUST-02424,60,66.32,3994.13,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,1
CUST-02425,26,55.57,1443.24,0,Yes,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer,0
CUST-02426,41,100.32,4264.63,0,No,No,Yes,No,Fiber optic,Yes,No,Two year,No,Bank transfer,0
CUST-02427,12,47.39,572.45,0,No,No,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,1
CUST-02428,28,83.99,2246.09,0,Yes,No,Yes,No,Fiber optic,No,No,One year,Yes,Credit card,1
CUST-02429,55,112.14,6760.4,0,No,No,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,1
CUST-02430,20,21.93,446.22,0,No,No,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,1
CUST-02431,10,93.8,902.55,0,Yes,Yes,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,1
CUST-02432,38,79.84,3056.87,0,No,Yes,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,0
CUST-02433,12,29.98,365.39,0,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,0
CUST-02434,23,79.21,1857.11,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,0
CUST-02435,33,97.76,3272.96,0,No,No,Yes,No,DSL,Yes,No,Two year,Yes,Mailed check,0
CUST-02436,41,102.55,4245.81,0,Yes,Yes,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Credit card,0
CUST-02437,47,80.57,3925.79,0,Yes,No,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,0
CUST-02438,49,78.78,3972.61,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,1
CUST-02439,61,48.17,3026.11,0,No,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,0
CUST-02440,5,68.75,319.32,0,No,Yes,Yes,No,DSL,No,Yes,Two year,Yes,Credit card,0
